x,y,class
0.29168540094349615,1.3636052809566421,1
0.9963188560059407,1.3702325520917755,1
-0.10016169559804777,0.591585373270603,1
1.7903003001664057,0.8515054221409567,1
0.5505858511242239,1.1758081133478915,1
1.7431048361577344,1.1677731550446155,1
2.477708803895183,1.6049180144231978,1
0.7760031993235077,1.6683719366300551,1
0.7715774513138296,1.1128922811961666,1
0.4546186451773774,0.6863955940577287,1
1.17297019481056,0.6043838201151115,1
0.39729972750709974,1.195595910590789,1
2.0218890130624496,1.5528319951670642,1
1.3867934985574757,1.2699593741706425,1
1.2475290904169904,0.5911546850120766,1
0.9898782174223589,1.042200703900773,1
0.8308254004056791,1.0384764488640394,1
0.7898533336585702,0.9506662493619862,1
0.32801640612086813,1.6992001818789195,1
1.4284783499582057,0.8727159540784998,1
0.7212234705490733,1.0945720260052068,1
0.9298878672063697,2.1961605471283274,1
0.7866399092325329,1.449533016159621,1
1.0901999628722479,-0.1055939650235227,1
0.5523718423254063,0.6840756375866333,1
0.9315936030842582,0.6985209344562984,1
1.2163696840800116,0.8997475919986233,1
1.2792962697283952,1.2056954816063619,1
1.1472827902248794,0.7276023340571834,1
0.6566278700220998,0.9410448854190016,1
1.3892274217633207,0.5511925327317966,1
1.3257210124571068,0.8841375733674924,1
1.0547562161364186,1.7789643205659698,1
0.9549601314210835,1.3188210349477967,1
1.397164757662956,1.3065264734078117,1
2.0219436473305636,0.784943022155737,1
1.8428131579263272,1.5557850684108099,1
0.8563332455678296,1.447922589255132,1
0.4394129024758775,1.442921162949785,1
1.4657381915653176,0.23500811932712173,1
1.2534122173459519,1.056981156317498,1
1.3404233845412414,1.5679176302260274,1
0.6365377648772248,-0.05911267272100895,1
1.4765046641804256,0.0701997310250162,1
1.2657362061575534,1.111985496404336,1
1.3452481830499354,0.3901740478162491,1
0.72492798280053,1.7568504330386094,1
1.0102579432107748,1.3368608003251057,1
1.2442905097842212,1.261154657547171,1
1.223546193396022,0.8848910507556673,1
0.35979210964177755,1.6003702142449219,1
1.9573207640980856,0.7705706257237055,1
0.5844562993157756,0.5099599831416297,1
0.30696300177840175,0.6795348948072379,1
0.7636594795892326,0.5019249587815376,1
0.6898360134611246,0.6306499167837659,1
0.784956785751914,1.6622701146369452,1
1.0208404635090509,1.2179293884619367,1
0.3933255323739727,0.5997304866210369,1
0.7596694634123882,1.4097398641049632,1
0.5139866371715947,1.1705206655956082,1
1.472610185616202,1.2412107571345208,1
1.3690550340580196,0.7299630317288268,1
0.11550201935731574,0.7221392918591931,1
0.6554315826112543,0.7855804190500154,1
0.34228416844675524,1.2436464594800323,1
1.172791091383108,1.2307079187411385,1
0.6181072263557579,1.3333277848740481,1
1.6982917746779655,-0.07722642301981275,1
0.4853446672608558,1.484548115328077,1
1.5431842853960842,0.6059302627830168,1
0.7647707804695102,1.3483162316582142,1
1.7755054219729187,0.8942938733513955,1
0.9205609498162861,2.0408872949121264,1
0.8906750354523044,0.7938735233124328,1
0.058800405902891706,1.1714919136218342,1
0.4654722285164755,1.1055797436082884,1
0.07745053243633426,1.895095015642608,1
0.29696373510700924,0.9395876120115636,1
0.4408286971880844,0.5607317393009108,1
0.5241280545119347,0.7893269386558411,1
1.294094125038617,-0.16693510411347634,1
0.802029261405174,1.0601537956305753,1
1.5221250139569993,1.7337356021298054,1
0.7319775328451147,1.326124569516231,1
1.5425050514711174,1.636185792204298,1
1.287635230497518,0.4891325816044856,1
0.21586502829828036,0.7372945778761676,1
1.458311029737273,1.037022476268037,1
0.9363295930401516,1.2857401891519942,1
0.9131766809715782,1.6201025054767797,1
0.9042060840351724,0.2745063098895457,1
1.3010330811612645,1.025132659961404,1
0.9884662191009046,0.5136819431731874,1
1.6638083712352232,1.1659735129037971,1
0.8152962059511203,1.7412857295853614,1
1.3712981952689909,1.205470681570018,1
1.2101815505564941,1.0486216332148628,1
0.031189506151344748,1.0094438946144915,1
1.079844465996398,0.9115178646000652,1
1.4992432063015162,0.9966025665196567,1
0.5303294146822988,0.2371110495911195,1
1.3222156226462132,0.7431079994339582,1
0.8132095961359838,0.5970379517892155,1
2.0732630019218687,0.9076759095243602,1
0.4104123937375538,0.12385469110405023,1
1.4494735856390855,0.33212395470074096,1
0.7399526451022965,1.6366456446242943,1
0.9939373844517843,0.6472060401170725,1
0.4739678059077429,0.45262412483986725,1
1.5394956972306673,1.407701416731856,1
1.3889134909339398,0.4906991820987452,1
1.4437573823388932,1.0468710942940767,1
1.1641066108208762,0.2502671457335979,1
0.6909501038448741,2.089112737808869,1
1.2912459194562547,0.2766833316057552,1
0.27499786408807425,1.2449221705966198,1
0.4468147105439215,0.16240745071362117,1
